State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17","Poverty Estimate, Age 5-17 in Families","Poverty Percent, Age 5-17 in Families",Median Household Income
13,281,GA,Towns County,1455,13.2,302,19.8,227,20.9,43640
13,283,GA,Treutlen County,1501,23.4,480,31.2,336,29.2,40834
13,285,GA,Troup County,11136,16.4,3845,23.1,2796,23.1,51799
13,287,GA,Turner County,1667,22.2,735,37.9,532,38.7,46042
13,289,GA,Twiggs County,1593,20.0,441,29.0,323,28.2,46444
13,291,GA,Union County,3219,12.9,806,21.4,594,20.8,50653
13,293,GA,Upson County,3969,15.2,1630,28.0,1173,27.7,48233
13,295,GA,Walker County,9650,14.1,2744,18.7,1942,17.9,49388
13,297,GA,Walton County,10898,11.4,3621,15.8,2576,14.9,71390
13,299,GA,Ware County,8660,26.0,3442,39.8,2219,35.7,39994
13,301,GA,Warren County,1204,23.4,405,39.1,299,39.4,40422
13,303,GA,Washington County,3887,21.3,1225,28.8,883,27.9,43309
13,305,GA,Wayne County,5497,19.7,1952,27.8,1414,27.1,48885
13,307,GA,Webster County,482,18.6,132,28.0,96,27.4,45381
13,309,GA,Wheeler County,1864,35.6,418,33.7,292,32.3,36671
13,311,GA,White County,3778,12.5,1164,19.5,798,17.8,58831
13,313,GA,Whitfield County,13347,13.0,4606,17.7,3148,16.2,56249
13,315,GA,Wilcox County,1851,27.9,495,31.8,354,30.9,40856
13,317,GA,Wilkes County,1919,20.2,623,31.9,460,31.6,42071
13,319,GA,Wilkinson County,1732,20.1,610,32.0,439,31.0,44068
13,321,GA,Worth County,3590,18.2,1259,29.2,932,28.9,47907
15,0,HI,Hawaii,121182,8.9,29682,10.4,20055,9.8,86878
15,1,HI,Hawaii County,24301,12.2,6718,16.1,4880,16.0,70313
15,3,HI,Honolulu County,74186,8.0,17766,9.1,11556,8.4,89584
15,7,HI,Kauai County,7005,9.9,1516,10.1,1127,10.3,80517
15,9,HI,Maui County,15690,9.5,3681,10.6,2492,9.8,80763
16,0,ID,Idaho,181197,10.1,51193,11.6,34060,10.4,62603
16,1,ID,Ada County,37356,7.7,7733,7.0,5163,6.2,73324
16,3,ID,Adams County,606,13.7,164,22.3,115,21.2,49967
16,5,ID,Bannock County,10592,12.2,3064,13.7,2120,13.0,54538
16,7,ID,Bear Lake County,579,9.5,189,11.8,136,11.4,55689
16,9,ID,Benewah County,1167,12.5,357,17.7,242,15.8,53014
16,11,ID,Bingham County,5207,11.1,1693,12.2,1140,10.8,65658
16,13,ID,Blaine County,1603,6.9,365,7.7,250,6.8,76301
16,15,ID,Boise County,919,11.5,207,17.2,144,15.7,55583
16,17,ID,Bonner County,5859,12.6,1508,17.1,1036,15.8,55241
16,19,ID,Bonneville County,11709,9.7,4536,12.5,2991,11.2,67294
16,21,ID,Boundary County,1758,14.0,582,20.3,418,20.3,52193
16,23,ID,Butte County,373,14.2,107,17.6,71,15.0,52081
16,25,ID,Camas County,94,8.3,24,9.6,15,7.2,59409
16,27,ID,Canyon County,24648,10.6,7909,12.5,5079,10.9,57886
16,29,ID,Caribou County,556,7.9,236,11.9,161,10.8,63719
16,31,ID,Cassia County,2425,10.1,927,12.5,631,11.6,64591
16,33,ID,Clark County,99,11.6,39,20.2,27,19.7,52182
16,35,ID,Clearwater County,1129,14.0,295,23.6,206,22.1,45377
16,37,ID,Custer County,538,12.7,135,19.3,97,18.6,53278
16,39,ID,Elmore County,3132,11.7,1037,15.5,709,15.5,49450
16,41,ID,Franklin County,1078,7.7,420,9.7,313,9.5,65396
16,43,ID,Fremont County,1600,12.6,517,17.0,332,14.8,58658
16,45,ID,Gem County,2036,11.0,649,15.6,450,14.6,60526
16,47,ID,Gooding County,1747,11.2,685,16.5,476,15.4,57728
16,49,ID,Idaho County,2138,13.1,589,18.5,414,17.4,51201
16,51,ID,Jefferson County,2586,8.5,977,9.8,695,9.2,66806
16,53,ID,Jerome County,2990,12.3,1104,15.3,792,14.9,57342
16,55,ID,Kootenai County,14595,8.6,3724,9.9,2268,8.2,66959
16,57,ID,Latah County,5840,15.3,783,10.7,504,9.6,59834
16,59,ID,Lemhi County,1222,15.3,321,22.3,216,20.8,48908
16,61,ID,Lewis County,492,12.9,161,19.5,110,17.4,52255
16,63,ID,Lincoln County,602,11.4,222,15.7,152,14.2,58806
16,65,ID,Madison County,5659,14.3,1115,10.5,737,11.0,53727
16,67,ID,Minidoka County,2940,14.0,1140,19.0,763,17.3,56022
16,69,ID,Nez Perce County,4597,11.6,1063,12.7,701,11.6,57839
16,71,ID,Oneida County,431,9.7,152,12.5,109,12.0,69357
16,73,ID,Owyhee County,1630,13.6,564,19.2,394,18.2,53910
16,75,ID,Payette County,2824,11.5,900,14.4,618,13.5,60177
16,77,ID,Power County,942,12.4,386,16.8,272,16.0,45404
16,79,ID,Shoshone County,1832,14.4,535,21.0,350,19.6,44336
16,81,ID,Teton County,921,7.4,289,10.1,195,9.0,74935
16,83,ID,Twin Falls County,9684,11.1,3101,13.3,1974,11.5,54995
16,85,ID,Valley County,1013,8.7,234,11.3,165,10.6,62600
16,87,ID,Washington County,1448,14.2,455,20.0,309,18.0,49186
17,0,IL,Illinois,1351159,11.0,377680,13.9,268581,13.4,71243
17,1,IL,Adams County,6735,10.7,1870,13.2,1296,12.6,57434
17,3,IL,Alexander County,1312,24.2,407,36.5,316,36.9,38315
17,5,IL,Bond County,1586,10.8,441,14.7,305,13.4,58209
17,7,IL,Boone County,3559,6.8,1313,10.6,918,9.5,82318
17,9,IL,Brown County,757,16.7,116,11.3,82,11.5,52277
17,11,IL,Bureau County,3191,10.0,935,14.1,653,13.1,57728
17,13,IL,Calhoun County,418,9.2,106,11.9,76,11.0,61648
17,15,IL,Carroll County,1463,10.5,407,15.1,284,14.2,53965
17,17,IL,Cass County,1425,12.2,437,15.5,303,15.1,54205
17,19,IL,Champaign County,29150,15.1,5942,15.4,3987,14.5,64387
17,21,IL,Christian County,3003,9.9,929,14.9,652,14.1,56656
17,23,IL,Clark County,1563,10.4,492,14.8,353,14.5,59633
17,25,IL,Clay County,1712,13.3,539,18.5,402,18.9,59602
17,27,IL,Clinton County,2501,7.1,580,7.5,450,8.0,71883
17,29,IL,Coles County,8284,17.5,1526,17.5,1140,18.1,46900
17,31,IL,Cook County,646192,12.9,178823,16.6,129344,16.5,71611
17,33,IL,Crawford County,1876,11.0,522,14.6,386,14.8,57632
17,35,IL,Cumberland County,931,8.9,263,11.3,180,10.5,68683
17,37,IL,DeKalb County,10691,10.8,2433,11.2,1740,10.8,68546
17,39,IL,De Witt County,1489,9.9,415,13.2,291,12.7,65526
17,41,IL,Douglas County,1576,8.2,538,11.5,364,10.6,63003
17,43,IL,DuPage County,53259,5.9,12794,6.3,8925,5.9,92101
17,45,IL,Edgar County,1933,11.7,573,17.6,411,17.5,52668
17,47,IL,Edwards County,676,10.7,197,13.9,139,13.7,55832
17,49,IL,Effingham County,3128,9.3,906,11.4,602,10.5,65172
17,51,IL,Fayette County,2884,14.7,793,18.6,551,17.9,49030
17,53,IL,Ford County,1180,9.5,387,13.5,257,12.2,58478
17,55,IL,Franklin County,5795,15.5,1711,21.0,1235,20.9,49834
17,57,IL,Fulton County,4091,13.2,1043,16.5,747,15.9,48828
17,59,IL,Gallatin County,743,15.6,196,21.1,144,20.3,44282
17,61,IL,Greene County,1641,13.3,456,17.3,325,16.6,51242
17,63,IL,Grundy County,3009,5.9,918,7.4,669,7.1,74935
17,65,IL,Hamilton County,1040,13.0,328,19.1,224,17.5,49302
17,67,IL,Hancock County,1918,11.2,557,15.6,398,15.0,54076
17,69,IL,Hardin County,684,18.0,179,27.8,126,26.5,39674
17,71,IL,Henderson County,687,10.6,169,14.5,122,14.4,58577
17,73,IL,Henry County,4583,9.6,1266,12.4,878,11.3,63859
17,75,IL,Iroquois County,2923,11.2,781,14.0,562,13.8,53633
17,77,IL,Jackson County,9154,17.2,2448,24.2,1715,24.0,45608
17,79,IL,Jasper County,898,9.6,269,12.8,190,12.4,57969
17,81,IL,Jefferson County,4369,12.5,1513,18.8,1123,19.3,58114
17,83,IL,Jersey County,1775,8.5,504,11.8,357,11.2,69341
17,85,IL,Jo Daviess County,1906,9.1,445,11.6,340,11.5,56446
17,87,IL,Johnson County,1645,14.9,368,16.5,257,15.5,51607
17,89,IL,Kane County,38218,7.3,11387,8.9,7801,8.1,83784
17,91,IL,Kankakee County,14004,13.6,4101,17.3,3025,17.3,57413
17,93,IL,Kendall County,5078,3.9,1446,4.0,1069,3.9,97263
17,95,IL,Knox County,6027,13.4,1734,18.3,1214,18.2,52881
17,97,IL,Lake County,46919,7.0,13399,8.3,10437,8.5,100325
17,99,IL,La Salle County,11840,11.4,3428,15.5,2363,14.3,62714
17,101,IL,Lawrence County,2147,16.5,500,17.7,388,18.2,47408
17,103,IL,Lee County,3247,10.6,809,12.7,583,12.4,64310
17,105,IL,Livingston County,3274,9.9,966,12.9,690,12.8,66274
17,107,IL,Logan County,2812,11.6,767,14.6,551,14.3,65255
17,109,IL,McDonough County,4363,16.8,912,18.8,605,17.1,52155
17,111,IL,McHenry County,18998,6.3,5004,7.3,3394,6.4,89730
17,113,IL,McLean County,17168,10.7,3473,9.8,2406,9.2,71919
17,115,IL,Macon County,12674,12.8,4016,18.0,2905,18.1,57601
17,117,IL,Macoupin County,4707,10.8,1320,14.5,939,13.9,53312
17,119,IL,Madison County,28469,11.0,6976,12.6,4769,11.6,63903
17,121,IL,Marion County,5125,14.2,1749,20.9,1101,18.2,52019
17,123,IL,Marshall County,1025,9.3,277,12.3,198,12.0,54022
17,125,IL,Mason County,1728,13.4,529,20.0,371,18.7,53503
17,127,IL,Massac County,1978,14.8,657,22.9,473,22.2,49054
17,129,IL,Menard County,937,7.9,278,10.8,197,10.2,69749
17,131,IL,Mercer County,1317,8.8,380,12.1,274,11.5,62857
17,133,IL,Monroe County,1400,4.1,260,3.5,170,3.1,90880
17,135,IL,Montgomery County,3436,13.5,942,17.1,646,16.1,59497
17,137,IL,Morgan County,3755,12.4,903,15.1,654,15.1,54764
17,139,IL,Moultrie County,1265,9.1,413,11.8,292,11.0,61022
17,141,IL,Ogle County,4132,8.3,1219,11.1,863,10.5,71470
17,143,IL,Peoria County,24583,14.2,8100,19.7,5295,18.1,53506
17,145,IL,Perry County,2732,15.1,641,16.5,427,14.6,55132
17,147,IL,Piatt County,1034,6.4,252,7.1,174,6.6,69521
17,149,IL,Pike County,1983,13.5,602,18.1,426,17.9,48815
17,151,IL,Pope County,630,15.6,101,22.9,78,24.8,49071
17,153,IL,Pulaski County,1056,20.4,343,31.6,237,28.8,40481
17,155,IL,Putnam County,413,7.3,126,11.5,92,10.8,70070
17,157,IL,Randolph County,3251,12.0,907,15.5,633,14.8,56867
17,159,IL,Richland County,1794,11.9,540,15.7,382,15.0,56900
17,161,IL,Rock Island County,18365,13.5,5762,18.8,4054,18.2,58022
17,163,IL,St. Clair County,35007,13.8,11347,19.3,7749,18.0,61863
17,165,IL,Saline County,3414,15.3,985,21.4,704,21.5,45793
17,167,IL,Sangamon County,24310,12.8,6735,16.2,4684,15.3,60541
17,169,IL,Schuyler County,778,11.7,168,14.6,124,14.5,53686
17,171,IL,Scott County,525,10.8,178,17.3,132,16.6,59285
17,173,IL,Shelby County,1879,8.9,529,12.0,374,11.4,64508
17,175,IL,Stark County,558,10.8,170,15.4,119,14.7,54219
17,177,IL,Stephenson County,4794,11.2,1552,17.2,1099,16.5,57952
17,179,IL,Tazewell County,9695,7.6,2666,9.3,1855,8.6,69874
17,181,IL,Union County,2282,14.0,632,18.6,443,17.6,55736
17,183,IL,Vermilion County,13397,18.6,4982,29.2,3143,25.2,49678
17,185,IL,Wabash County,1295,11.7,334,13.9,232,13.3,56190
17,187,IL,Warren County,1670,10.7,498,14.2,371,14.9,57964
17,189,IL,Washington County,1030,7.6,256,9.1,182,8.8,69386
17,191,IL,Wayne County,2052,12.9,673,19.0,473,18.3,49649
17,193,IL,White County,1993,15.4,577,20.4,400,18.9,46080
17,195,IL,Whiteside County,4872,9.1,1601,13.8,1158,13.6,64413
17,197,IL,Will County,48881,7.2,14786,9.0,10478,8.4,90349
17,199,IL,Williamson County,8914,13.9,2520,18.0,1788,17.3,59174
17,201,IL,Winnebago County,40305,14.6,12834,20.1,8651,18.6,54971
17,203,IL,Woodford County,2281,6.2,599,6.7,427,6.2,72980
18,0,IN,Indiana,760167,11.6,228832,14.9,154493,13.7,60794
18,1,IN,Adams County,4154,11.8,2296,20.9,1606,20.6,58602
18,3,IN,Allen County,42833,11.4,15114,15.9,9735,14.1,61039
18,5,IN,Bartholomew County,7566,9.1,2182,11.1,1456,10.2,70545
18,7,IN,Benton County,924,10.7,353,16.6,210,13.2,59663
18,9,IN,Blackford County,1555,13.4,484,19.4,356,19.5,49105
18,11,IN,Boone County,3547,5.2,810,4.6,559,4.2,92302
18,13,IN,Brown County,1473,9.9,366,14.5,260,13.6,70930
18,15,IN,Carroll County,1567,7.8,448,10.4,322,10.1,62388
18,17,IN,Cass County,3912,10.7,1205,14.9,811,13.6,50419
18,19,IN,Clark County,10131,8.6,2534,9.8,1789,9.6,65555
18,21,IN,Clay County,2535,9.8,983,16.7,656,15.3,56422
18,23,IN,Clinton County,3124,10.0,1106,13.4,754,12.3,59503
18,25,IN,Crawford County,1646,15.6,524,23.1,351,21.1,46884
18,27,IN,Daviess County,3582,10.9,1442,14.9,972,13.9,53101
18,29,IN,Dearborn County,3813,7.8,1020,9.5,702,8.7,73459
18,31,IN,Decatur County,2620,10.0,723,11.7,480,10.7,61561
18,33,IN,De Kalb County,3779,8.8,1176,11.4,761,10.2,62411
18,35,IN,Delaware County,20399,19.4,4076,20.9,2861,20.1,46612
18,37,IN,Dubois County,2799,6.7,710,7.0,478,6.4,64120
18,39,IN,Elkhart County,19761,9.8,7014,12.7,4689,11.7,66801
18,41,IN,Fayette County,3031,13.5,861,17.7,573,16.2,53616
18,43,IN,Floyd County,8922,11.5,2981,17.0,1701,13.1,70610
18,45,IN,Fountain County,1781,10.9,460,13.2,310,12.3,55627
18,47,IN,Franklin County,1732,7.7,519,10.3,359,9.7,71828
18,49,IN,Fulton County,2364,12.0,913,19.8,645,19.2,55895
18,51,IN,Gibson County,3050,9.3,915,11.6,635,10.9,59074
18,53,IN,Grant County,10081,16.7,3150,23.8,1967,20.6,49788
18,55,IN,Greene County,3569,11.2,1097,16.1,766,15.3,55213
18,57,IN,Hamilton County,14489,4.2,4039,4.6,2680,3.9,96359
18,59,IN,Hancock County,4018,5.1,1054,5.8,738,5.4,77916
18,61,IN,Harrison County,3544,8.8,1010,11.5,716,10.8,62082
18,63,IN,Hendricks County,8692,5.2,2277,5.5,1605,5.0,86905
18,65,IN,Henry County,4811,10.8,1253,13.2,866,12.2,54002
18,67,IN,Howard County,9390,11.5,2954,16.2,2094,15.7,59309
18,69,IN,Huntington County,3187,9.1,848,11.0,590,10.5,59252
18,71,IN,Jackson County,4489,10.3,1184,11.2,813,10.8,62415
18,73,IN,Jasper County,2697,8.3,777,10.5,556,10.0,70662
18,75,IN,Jay County,2795,13.9,1137,22.5,760,21.0,42504
18,77,IN,Jefferson County,3798,12.7,990,15.9,677,15.4,55588
18,79,IN,Jennings County,2941,10.8,1001,16.3,703,15.5,60526
18,81,IN,Johnson County,10537,6.7,3021,7.9,2013,7.0,76868
18,83,IN,Knox County,5506,15.9,1429,19.0,942,17.2,44842
18,85,IN,Kosciusko County,6343,8.2,1825,10.1,1274,9.6,62269
18,87,IN,Lagrange County,3498,8.8,1575,12.5,1105,12.2,72513
18,89,IN,Lake County,75936,15.8,28009,25.2,19282,23.3,59158
18,91,IN,La Porte County,12524,12.1,4010,17.6,2679,16.2,63999
18,93,IN,Lawrence County,5275,11.8,1465,15.3,1002,14.2,63904
18,95,IN,Madison County,14937,12.1,4177,15.6,2902,14.7,51718
18,97,IN,Marion County,135820,14.4,44258,19.1,29438,17.9,56185
18,99,IN,Marshall County,4230,9.3,1309,11.8,891,10.7,57657
18,101,IN,Martin County,1108,11.2,305,14.1,214,13.5,46486
18,103,IN,Miami County,4173,13.1,1354,18.7,901,16.6,54439
18,105,IN,Monroe County,24316,18.2,3092,13.7,2208,13.5,61808
18,107,IN,Montgomery County,4015,10.8,1158,13.6,797,12.6,58867
18,109,IN,Morgan County,5939,8.5,1700,11.1,1201,10.5,67004
18,111,IN,Newton County,1434,10.5,423,14.8,299,14.3,59246
18,113,IN,Noble County,4662,9.9,1448,12.8,995,12.0,62173
18,115,IN,Ohio County,570,9.8,165,14.6,107,12.8,63210
18,117,IN,Orange County,2513,13.0,817,18.7,575,18.3,52029
18,119,IN,Owen County,2406,11.7,711,17.0,493,16.2,53893
18,121,IN,Parke County,2184,14.3,728,20.6,501,19.7,54125
18,123,IN,Perry County,2160,12.3,522,13.1,354,12.1,44011
18,125,IN,Pike County,1182,9.7,305,11.4,205,10.6,58220
18,127,IN,Porter County,14436,8.6,3585,9.9,2549,9.3,78732
18,129,IN,Posey County,2327,9.3,557,10.2,379,9.3,63801
18,131,IN,Pulaski County,1360,11.2,414,15.5,291,14.4,52609
18,133,IN,Putnam County,3672,11.3,909,13.0,627,12.1,66613
18,135,IN,Randolph County,2944,12.4,977,18.5,683,17.5,67178
18,137,IN,Ripley County,2658,9.5,813,12.3,550,11.5,58849
18,139,IN,Rush County,1582,9.7,475,13.1,352,13.0,67318
18,141,IN,St. Joseph County,33070,12.7,9864,16.0,6937,15.5,60070
18,143,IN,Scott County,3244,13.9,940,18.1,662,17.2,59286
18,145,IN,Shelby County,4149,9.4,1166,11.8,807,11.0,59252
18,147,IN,Spencer County,1574,7.9,395,9.3,276,8.5,66667
18,149,IN,Starke County,3255,14.2,1035,20.2,737,19.4,51996
18,151,IN,Steuben County,3210,9.6,922,13.4,640,12.9,62273
18,153,IN,Sullivan County,2823,15.5,695,18.4,475,17.2,45227
18,155,IN,Switzerland County,1485,14.0,518,20.7,349,18.3,55618
18,157,IN,Tippecanoe County,28815,16.1,5658,14.5,3557,12.6,52806
18,159,IN,Tipton County,1093,7.3,270,8.8,192,8.5,76368
18,161,IN,Union County,706,10.0,220,15.1,154,14.3,59098
18,163,IN,Vanderburgh County,25669,14.6,6739,17.6,4557,16.4,49482
18,165,IN,Vermillion County,1795,11.9,524,15.9,358,14.7,52433
18,167,IN,Vigo County,20134,20.7,5928,28.4,3750,24.7,45897
18,169,IN,Wabash County,3075,10.6,818,13.6,539,12.3,55750
18,171,IN,Warren County,655,8.1,215,12.3,148,11.0,68135
18,173,IN,Warrick County,3990,6.4,1091,7.5,761,6.8,82453
18,175,IN,Washington County,3722,13.4,1118,18.0,780,16.8,49494
